EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,WorkingHours
3.0,4.0,3.0,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,7,3,3,9.444146586345278
2.0,4.0,3.0,33,No,Travel_Rarely,Research & Development,1,4,Medical,Female,4,Manufacturing Director,Single,44650,0.0,13,0,6.0,3,5,1,4,3,3,5.807373940205
1.0,3.0,1.0,37,Yes,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,7,2,3,5.723318830878889
3.0,2.0,2.0,45,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,2,Sales Executive,Married,33190,1.0,12,1,9.0,3,9,0,8,3,3,6.0387237840247225
3.0,3.0,3.0,29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,1,Sales Representative,Married,192020,1.0,12,0,3.0,5,3,0,2,3,3,7.516054216867222
3.0,3.0,3.0,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,3,Laboratory Technician,Married,136750,1.0,15,3,5.0,5,5,1,0,2,3,5.899788041053055
4.0,4.0,3.0,52,No,Travel_Rarely,Research & Development,5,4,Other,Male,1,Laboratory Technician,Married,29110,2.0,17,2,26.0,3,9,7,8,3,3,6.8818172690761115
4.0,3.0,3.0,58,Yes,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,0,1,3,7.3425937081658335
3.0,3.0,4.0,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Male,1,Manager,Divorced,39200,6.0,16,1,22.0,3,17,15,2,3,3,5.9845470771975
3.0,3.0,4.0,30,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2,3,7.785269968763889
3.0,4.0,3.0,38,No,Non-Travel,Sales,4,3,Life Sciences,Male,2,Research Director,Single,100480,1.0,23,1,6.0,2,5,1,3,3,4,7.847051539491111
4.0,4.0,3.0,35,No,Travel_Rarely,Sales,1,2,Life Sciences,Female,2,Healthcare Representative,Divorced,109380,6.0,14,2,12.0,2,10,0,8,1,3,6.64682507809
1.0,3.0,3.0,39,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Research Scientist,Single,23400,0.0,11,1,9.0,2,8,0,7,2,3,6.131430165104722
2.0,2.0,2.0,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,0,3,3,8.810211958946667
3.0,3.0,4.0,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Sales Executive,Divorced,69310,1.0,11,0,20.0,3,19,2,7,3,3,9.706025211958888
1.0,4.0,3.0,36,No,Non-Travel,Sales,28,1,Life Sciences,Male,2,Research Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7,3,3,6.573231816153333
3.0,1.0,3.0,31,Yes,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2,3,4,7.769093038821945
4.0,3.0,3.0,33,No,Non-Travel,Sales,15,3,Other,Male,4,Research Director,Single,194360,1.0,19,2,10.0,4,10,6,0,3,3,7.373640116019445
4.0,1.0,3.0,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,0,2,3,10.174724453368889
2.0,4.0,3.0,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,2,Laboratory Technician,Single,34790,3.0,12,0,5.0,3,3,0,2,3,3,6.9729953145916665
4.0,4.0,3.0,45,No,Travel_Rarely,Research & Development,26,1,Medical,Female,3,Healthcare Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2,3,3,6.380429495760556
4.0,4.0,2.0,50,No,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2,4,6.949890673806111
3.0,2.0,3.0,33,No,Travel_Frequently,Sales,1,3,Marketing,Male,2,Human Resources,Married,21760,1.0,14,1,6.0,2,6,1,2,2,3,8.722841365461667
1.0,3.0,4.0,41,No,Travel_Frequently,Sales,11,3,Other,Male,1,Laboratory Technician,Divorced,168720,2.0,15,1,21.0,2,18,0,11,3,3,7.256364346273889
3.0,2.0,3.0,27,No,Travel_Rarely,Research & Development,20,4,Other,Male,2,Manufacturing Director,Married,34850,9.0,17,2,4.0,2,2,2,2,3,3,6.950257697456389
4.0,1.0,3.0,45,No,Non-Travel,Sales,2,3,Medical,Female,1,Sales Executive,Married,66440,1.0,12,0,9.0,3,9,0,8,4,3,8.516719098616667
4.0,4.0,3.0,47,No,Travel_Rarely,Sales,18,4,Medical,Female,2,Research Scientist,Single,55820,1.0,16,0,9.0,3,9,0,7,3,3,7.7259448906736115
1.0,3.0,3.0,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,1,2,3,9.773067826862778
4.0,3.0,3.0,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,2,Sales Executive,Married,134960,3.0,18,1,22.0,3,12,1,5,3,3,9.22570169567139
3.0,3.0,2.0,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,Male,1,Manufacturing Director,Married,32100,0.0,17,2,3.0,5,2,0,2,2,3,7.141634315037778
4.0,3.0,3.0,46,No,Travel_Rarely,Research & Development,28,3,Medical,Female,3,Human Resources,Divorced,190450,6.0,11,3,13.0,2,8,0,7,3,3,6.771051985720556
4.0,3.0,3.0,24,No,Travel_Rarely,Sales,28,3,Life Sciences,Female,1,Healthcare Representative,Divorced,118490,1.0,16,1,5.0,3,4,3,2,3,3,6.236465863453611
3.0,2.0,1.0,35,Yes,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2,2,3,9.218939089691945
3.0,1.0,3.0,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,2,Sales Executive,Married,65020,1.0,12,0,4.0,3,4,0,3,3,3,5.970400490852223
2.0,4.0,3.0,18,No,Non-Travel,Sales,5,4,Other,Male,2,Manager,Single,32300,1.0,12,1,0.0,3,0,0,0,3,3,5.788684738955555
3.0,3.0,3.0,54,No,Travel_Rarely,Sales,23,3,Medical,Female,1,Laboratory Technician,Married,136030,8.0,13,1,22.0,2,10,0,8,3,3,6.3086958946897225
3.0,3.0,2.0,35,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Manufacturing Director,Divorced,119960,1.0,19,2,16.0,3,16,10,1,3,3,9.251898705934723
2.0,1.0,2.0,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,5,Healthcare Representative,Married,56050,0.0,12,1,9.0,0,8,1,7,2,3,9.895960508701389
4.0,1.0,3.0,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,0,3,3,7.643934627398333
2.0,2.0,3.0,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2,3,3,7.3814457831325
4.0,4.0,3.0,26,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Research Scientist,Married,175840,1.0,20,0,8.0,2,8,1,3,3,4,7.429529228023055
2.0,1.0,2.0,22,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Representative,Married,49070,1.0,21,1,4.0,2,4,1,1,3,4,6.803904506916389
1.0,3.0,3.0,48,No,Travel_Rarely,Human Resources,2,4,Medical,Male,2,Sales Executive,Single,45540,2.0,11,2,19.0,3,2,2,2,3,3,7.567716421240278
3.0,3.0,3.0,48,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Research Director,Single,54150,7.0,11,1,27.0,1,15,4,8,3,3,6.005153949129722
4.0,3.0,3.0,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Single,47410,6.0,16,0,8.0,3,2,2,1,3,3,6.773713743864167
4.0,4.0,3.0,39,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Human Resources,Married,21150,1.0,18,0,21.0,3,21,11,8,4,3,6.981834002677222
1.0,4.0,3.0,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Human Resources,Married,31610,0.0,13,2,4.0,0,3,2,2,3,3,7.034967648371111
2.0,4.0,2.0,35,No,Travel_Rarely,Sales,24,3,Medical,Male,5,Sales Executive,Divorced,57450,1.0,17,3,3.0,4,3,1,2,3,3,6.487501115573333
4.0,3.0,3.0,42,No,Travel_Rarely,Research & Development,23,4,Other,Male,1,Research Scientist,Married,23730,6.0,14,1,21.0,3,1,0,0,4,3,7.493730477465278
1.0,4.0,3.0,50,No,Travel_Rarely,Sales,27,3,Medical,Male,2,Sales Executive,Married,33100,4.0,22,1,8.0,3,1,0,0,4,4,5.710493083444722
3.0,4.0,3.0,59,No,Travel_Rarely,Research & Development,16,4,Medical,Female,5,Laboratory Technician,Single,186650,3.0,12,0,30.0,3,5,4,3,2,3,9.911811691209166
1.0,2.0,1.0,37,Yes,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,0,4,3,6.382029228023056
3.0,2.0,3.0,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,Female,2,Sales Executive,Married,27890,3.0,13,1,17.0,2,8,6,7,2,3,8.380700580098056
2.0,3.0,3.0,41,No,Non-Travel,Research & Development,19,1,Life Sciences,Male,2,Research Scientist,Divorced,58280,1.0,13,0,21.0,0,21,5,10,3,3,5.909099732262222
2.0,4.0,3.0,38,No,Travel_Rarely,Research & Development,24,2,Other,Female,1,Laboratory Technician,Single,23260,8.0,14,0,19.0,3,1,0,0,4,3,8.159860553324167
2.0,1.0,3.0,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8.0,17,1,7.0,4,2,2,2,2,3,7.216710174029444
1.0,4.0,3.0,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,9,4,3,5.800312360553056
4.0,4.0,3.0,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,1,Healthcare Representative,Married,80200,3.0,11,1,23.0,2,12,11,11,3,3,10.246797188755
4.0,3.0,3.0,50,No,Non-Travel,Human Resources,2,2,Life Sciences,Male,1,Laboratory Technician,Married,36880,0.0,11,0,19.0,3,18,0,13,2,3,5.9837304774652775
3.0,1.0,3.0,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,14,3,3,7.466047523426944
4.0,1.0,3.0,39,No,Travel_Frequently,Sales,11,3,Marketing,Male,1,Sales Executive,Single,160150,1.0,11,0,21.0,3,21,2,8,4,3,10.080995091476945
2.0,4.0,2.0,33,No,Non-Travel,Sales,9,2,Technical Degree,Male,5,Sales Representative,Single,12000,0.0,11,1,3.0,3,2,2,2,3,3,7.1224743418116665
4.0,4.0,4.0,45,No,Travel_Rarely,Research & Development,7,2,Other,Male,1,Human Resources,Married,56610,3.0,12,0,26.0,2,9,1,1,2,3,7.0466030789825
4.0,3.0,3.0,32,No,Non-Travel,Research & Development,15,3,Medical,Male,2,Manager,Single,69290,9.0,20,0,10.0,6,8,7,7,1,4,6.793915662650556
2.0,4.0,2.0,34,No,Travel_Rarely,Sales,6,4,Marketing,Male,2,Research Director,Divorced,96130,0.0,12,1,16.0,5,15,0,9,2,3,6.637930611334166
2.0,4.0,1.0,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Research Scientist,Married,56740,3.0,12,0,14.0,6,6,0,4,3,3,7.906682284694167
2.0,2.0,3.0,45,No,Travel_Rarely,Research & Development,16,1,Medical,Male,2,Sales Executive,Single,54840,1.0,20,3,6.0,6,6,0,4,3,4,6.544084114234445
3.0,2.0,3.0,53,No,Travel_Frequently,Sales,8,2,Medical,Male,2,Research Scientist,Married,120610,2.0,20,1,30.0,2,15,6,12,4,4,7.207096162427222
1.0,3.0,2.0,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,0,3,3,5.594145470771944
1.0,1.0,3.0,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2,3,3,7.966096608656667
3.0,3.0,3.0,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,64100,1.0,13,1,1.0,5,1,0,0,2,3,9.083039937527777
4.0,2.0,3.0,28,No,Travel_Rarely,Research & Development,10,3,Other,Male,2,Sales Representative,Married,52100,1.0,15,0,1.0,1,1,0,0,4,3,7.61552097278
3.0,3.0,3.0,38,No,Travel_Frequently,Sales,9,4,Medical,Male,2,Research Scientist,Married,26950,3.0,14,1,8.0,4,2,2,2,1,3,7.298472780008889
2.0,3.0,2.0,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,118780,2.0,13,1,29.0,2,8,7,7,3,3,9.48016845158389
4.0,2.0,2.0,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,170680,3.0,23,0,8.0,6,4,0,1,3,4,6.750593485051111
3.0,1.0,2.0,40,No,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550,1.0,15,1,8.0,2,7,7,5,3,3,5.516028558678889
1.0,3.0,3.0,26,No,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1.0,11,2,5.0,1,5,1,3,2,3,7.3337672913875
4.0,4.0,3.0,46,No,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410,9.0,13,2,23.0,2,2,2,2,2,3,7.1485151717980555
3.0,3.0,3.0,54,No,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6.0,11,0,13.0,0,9,7,0,3,3,7.048322177599166
1.0,3.0,3.0,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2.0,11,0,18.0,4,5,0,3,3,3,6.57432507809
4.0,4.0,2.0,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0.0,18,1,15.0,3,14,7,8,3,3,6.190346943328611
3.0,1.0,4.0,55,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7.0,16,0,31.0,2,9,6,2,2,3,5.908227353859722
3.0,4.0,3.0,43,No,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5.0,22,0,18.0,2,1,0,0,2,4,7.5039602855866665
4.0,4.0,3.0,20,Yes,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2,2,4,8.581112226684445
3.0,1.0,2.0,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,0,3,3,6.218198348951111
4.0,1.0,3.0,46,No,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8.0,12,1,19.0,6,16,1,7,3,3,10.706489290495277
1.0,3.0,4.0,51,Yes,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,7,3,4,8.127032574743334
2.0,1.0,2.0,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,9,2,3,7.183232931726667
1.0,1.0,3.0,26,No,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1.0,11,1,6.0,3,5,1,3,1,3,7.279580544399722
3.0,1.0,2.0,30,No,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0.0,14,0,7.0,6,6,0,2,3,3,6.089819277108333
2.0,3.0,3.0,41,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1.0,14,0,10.0,2,10,0,8,4,3,7.766702365015556
3.0,3.0,2.0,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490,2.0,11,0,20.0,3,19,1,9,3,3,6.996695671575
1.0,4.0,3.0,40,No,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4.0,12,0,14.0,2,11,11,1,3,3,7.414730031235833
1.0,3.0,3.0,27,No,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1.0,14,1,3.0,3,3,1,2,2,3,7.734698795180556
4.0,2.0,3.0,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3.0,13,1,23.0,1,3,1,2,3,3,6.461750334671945
3.0,3.0,4.0,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3.0,11,2,10.0,1,8,1,7,4,3,6.383496207050277
2.0,1.0,3.0,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,6,3,3,5.675686077643889
4.0,4.0,3.0,33,No,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4.0,12,0,9.0,3,3,1,2,3,3,6.2265261044175
4.0,1.0,3.0,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,7,2,4,9.271144578313056
1.0,3.0,3.0,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,8,3,3,7.528602186523611
1.0,3.0,2.0,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1.0,15,1,4.0,2,4,2,2,3,3,6.493965863453611
1.0,4.0,2.0,34,No,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0.0,14,1,7.0,5,6,0,4,3,3,6.424226907630278
4.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2.0,21,0,8.0,6,1,0,0,2,4,10.379452253458055
4.0,4.0,4.0,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,6,2,3,10.211115573404722
1.0,3.0,2.0,26,Yes,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,0,4,3,7.289137661758056
1.0,2.0,3.0,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,3,3,10.0520995091475
4.0,1.0,3.0,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,2,3,6.562157518964722
1.0,2.0,3.0,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,3,3,5.978549754573611
4.0,3.0,3.0,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,3,3,9.875726238286388
4.0,2.0,3.0,33,No,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,2,3,7.590100401606389
3.0,4.0,3.0,34,No,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3,4,6.9337639446675
1.0,4.0,3.0,48,No,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,5.825130522088333
2.0,3.0,3.0,45,No,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,3,5.7785073627844445
2.0,2.0,3.0,52,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,3,7.369561579651666
3.0,3.0,3.0,38,No,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,2,3,10.263045515394722
3.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,4,3,6.137048192770833
4.0,2.0,2.0,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,6.437441990182778
1.0,3.0,3.0,46,No,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,3,5.802856983489445
4.0,2.0,3.0,38,No,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,3,4,6.8450925925925
3.0,1.0,3.0,43,No,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,6.871410084783333
1.0,4.0,3.0,39,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,3,3,6.6312561356536115
3.0,3.0,4.0,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,3,5.863692547969444
4.0,2.0,4.0,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,9.74821396697889
3.0,2.0,2.0,39,No,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,6.062452030343334
1.0,4.0,3.0,36,No,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,6.924322846943055
3.0,4.0,3.0,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,6.399077420794167
1.0,2.0,1.0,28,No,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,7.153201695671389
4.0,4.0,3.0,35,No,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,6.0191834002675
4.0,2.0,3.0,49,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,6.8909248103525
4.0,3.0,2.0,34,No,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,7.781568496206944
4.0,2.0,2.0,29,No,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,6.8339223560908335
2.0,4.0,3.0,42,No,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,6.684124274877222
2.0,4.0,2.0,29,No,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,10.431641008478334
3.0,3.0,4.0,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,6.050731816153333
3.0,3.0,3.0,28,No,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,10.508174921909722
3.0,3.0,3.0,18,Yes,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,6.4010597947344445
1.0,1.0,3.0,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,8.853186077643889
2.0,4.0,3.0,41,No,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,7.6159805890225
3.0,3.0,2.0,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,6.832245649263611
3.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3,3,7.8642324854975
4.0,3.0,3.0,27,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,6.8621062025880555
2.0,3.0,2.0,34,No,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,6.751685631414444
3.0,3.0,1.0,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,6.62479361892
4.0,1.0,1.0,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,6.634491298527222
2.0,3.0,2.0,40,No,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,6.435560017849166
3.0,1.0,2.0,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,7.814649709950833
2.0,1.0,4.0,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,7.136758143685833
4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,6.445033467201944
4.0,2.0,3.0,24,No,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,7.202641677822222
3.0,4.0,2.0,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,9.522832440874444
1.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,6.982457608210556
