EnvironmentSatisfaction,JobSatisfaction,Age,Attrition,BusinessTravel,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,WorkingHours
4,4,25,0,1,88530,2,2,1,8
2,4,22,0,1,193310,1,0,0,7
1,1,51,0,2,20730,23,13,8,8
1,3,34,1,2,55620,9,9,6,8
4,4,54,0,0,196130,23,5,4,8
2,3,24,0,1,34070,6,5,2,7
3,2,34,0,1,50630,12,1,0,6
3,4,37,0,1,46390,12,5,3,6
3,1,34,0,1,48760,14,11,8,8
2,4,36,0,2,26900,10,9,8,8
1,4,36,0,1,175670,7,1,0,8
3,4,43,0,2,24080,25,25,12,9
1,3,30,0,2,28140,10,10,9,8
3,2,33,0,0,112450,8,7,7,7
2,2,56,1,1,33120,7,5,3,9
1,3,51,0,1,190490,23,20,15,7
2,3,31,1,1,21410,12,7,7,8
3,2,26,0,1,57690,5,5,3,8
4,4,58,1,1,43850,40,40,6,8
4,3,19,1,1,53320,0,0,0,9
3,4,22,0,1,46630,3,2,1,7
3,1,49,0,1,47240,16,15,11,7
2,3,43,0,2,32110,18,3,2,8
3,4,50,0,2,53770,16,2,1,7
2,3,31,1,1,40660,4,2,2,9
3,3,41,0,1,52080,12,9,7,8
3,3,26,0,1,48770,8,8,7,8
2,2,36,0,1,31170,7,3,1,7
1,4,51,1,2,15690,18,4,3,7
4,3,39,0,1,196580,17,15,9,8
1,3,25,0,1,30690,6,2,2,8
3,4,30,0,1,104350,12,11,7,10
1,1,32,1,1,41480,10,5,4,8
3,4,45,0,1,57680,9,6,3,7
4,3,38,0,1,50420,19,3,2,11
1,3,30,0,1,57700,5,5,4,7
4,4,32,0,2,77560,9,8,7,7
4,1,30,0,1,103060,8,3,2,7
2,4,30,0,1,39360,6,5,2,6
4,1,41,0,2,79450,21,7,7,8
3,1,41,0,1,57430,7,5,4,8
2,2,19,0,1,152020,1,1,0,7
2,2,40,0,2,54400,20,20,13,7
3,2,35,0,1,37600,10,10,6,7
2,3,53,0,1,35170,13,7,5,11
2,2,45,0,1,25800,20,17,15,7
2,4,32,0,2,21660,9,9,7,8
4,3,29,0,0,58690,10,10,9,6
2,3,51,0,1,80080,10,1,0,8
2,2,58,0,1,52060,9,1,0,10
3,4,40,0,1,52950,15,12,11,6
3,3,34,0,2,164130,6,4,2,7
3,4,22,0,1,132690,2,2,2,8
4,2,27,0,0,27830,6,2,2,7
3,4,28,0,1,54330,5,5,2,7
3,4,57,0,1,20130,12,5,4,11
3,3,27,0,0,139660,1,1,1,11
3,2,50,0,1,43740,21,5,4,6
1,3,41,0,1,68420,13,9,8,6
2,4,30,0,1,174260,12,10,4,7
1,4,38,0,1,176030,12,8,7,6
3,3,32,0,1,45810,8,5,4,7
3,2,27,0,1,47350,6,5,1,9
3,1,19,1,2,41870,1,0,0,7
4,2,36,0,2,55050,13,8,2,7
3,1,30,0,0,54700,12,12,10,7
3,1,45,0,1,54760,9,5,3,8
3,1,56,0,1,25870,19,2,2,9
3,4,33,0,1,24400,4,3,2,7
2,4,19,1,1,159720,1,1,0,7
2,1,46,0,1,153790,24,24,7,7
3,4,38,0,1,70820,2,2,1,8
3,4,31,0,1,27280,7,4,2,10
4,2,34,0,1,53680,9,3,2,7
2,2,41,1,1,53470,4,4,2,10
3,3,50,0,1,31950,5,3,2,7
4,1,53,0,1,39890,5,4,3,6
4,2,33,0,1,33060,8,8,6,8
4,3,40,0,1,70050,21,20,9,6
3,2,55,0,1,26550,36,24,15,6
4,3,34,0,2,13930,10,10,9,7
4,2,51,0,1,25700,21,7,0,7
3,3,52,0,1,35370,34,33,9,6
4,2,27,0,1,39860,7,7,3,8
2,3,35,1,1,108830,8,1,1,9
4,4,43,0,0,20280,7,5,2,8
1,4,45,0,0,95250,22,20,8,6
2,1,37,0,1,29290,8,8,7,10
2,2,35,0,2,22750,10,6,2,6
3,3,42,0,0,78790,11,5,2,6
4,3,38,0,1,49300,14,1,0,6
4,4,38,0,1,78470,9,7,7,7
3,1,27,0,2,44010,6,2,0,7
4,4,49,0,0,92410,7,7,7,10
4,3,34,0,2,29740,5,5,0,10
3,4,40,0,1,45020,15,7,7,10
2,1,38,1,1,107480,17,1,0,8
2,4,29,1,1,15550,10,10,9,7
4,2,22,0,1,129360,4,4,2,9
2,4,36,0,2,23050,8,8,7,7
4,4,40,0,0,167040,5,3,2,6
4,1,46,0,1,34330,17,4,3,6
4,4,32,1,1,34770,14,14,8,8
3,3,30,0,0,64300,12,11,8,8
4,3,27,0,2,65160,7,7,7,6
2,2,51,0,1,39070,16,10,7,7
4,1,30,1,1,55620,8,5,4,8
4,4,41,0,1,68830,16,1,0,9
3,1,30,1,2,28620,9,6,1,7
3,3,29,1,1,49780,7,6,5,8
4,4,45,0,0,103680,23,19,8,7
4,1,54,0,1,61340,16,6,5,6
4,2,36,0,1,67350,16,13,7,8
3,2,33,0,1,32950,7,3,1,8
2,4,37,0,2,52380,10,10,7,10
1,3,38,0,1,64720,17,16,13,7
3,3,31,0,0,96100,6,5,4,6
3,4,59,0,1,198330,7,1,0,6
1,4,37,0,2,97560,13,9,8,7
2,4,29,0,2,49680,11,11,1,7
3,3,35,0,2,21450,10,10,8,6
3,4,29,1,1,21800,4,4,1,9
3,4,52,0,1,83460,6,2,2,8
3,4,42,0,1,34450,22,22,15,6
2,3,59,0,1,27600,7,2,2,7
4,4,50,0,1,62940,32,7,6,8
3,4,33,1,1,71400,8,5,4,11
4,4,43,0,1,29320,22,17,9,9
1,1,33,1,1,51470,13,9,7,7
1,3,52,0,0,45070,33,33,12,9
3,2,32,0,1,85640,6,4,2,8
4,3,32,1,1,24680,4,3,2,10
3,3,39,0,1,81610,7,3,2,7
3,4,32,0,0,21090,4,3,2,7
3,1,41,0,1,52940,17,1,0,6
1,4,40,0,1,27180,9,9,7,8
3,4,45,0,1,58110,25,24,7,7
2,3,31,0,2,24370,9,2,2,7
3,4,33,0,1,27660,2,2,2,7
4,1,34,0,1,190380,13,11,9,7
3,1,37,0,1,30550,17,3,2,8
1,3,45,0,2,22890,9,3,2,8
1,3,37,1,2,40010,17,1,0,7
3,3,39,0,2,129650,20,19,8,7
3,4,29,0,1,35390,6,6,5,8
4,1,42,0,1,60290,10,3,2,9
4,4,29,0,1,26790,10,3,2,6
1,3,25,0,1,37020,5,4,2,8
4,3,42,0,1,23980,10,9,8,10
1,3,40,0,1,54680,22,21,9,7
3,4,51,0,1,131160,1,1,0,7
3,2,31,1,2,41890,6,5,4,8
2,2,32,0,2,193280,5,5,3,7
4,4,38,0,0,83210,13,8,5,7
4,1,32,0,1,23420,9,6,4,8
3,2,46,0,1,40710,28,7,7,11
3,3,28,1,1,58130,5,0,0,7
1,2,29,0,1,31430,10,0,0,7
2,4,31,0,1,20440,10,9,8,7
2,1,25,0,0,134640,6,6,5,7
3,4,45,0,1,79910,21,20,10,8
4,4,36,0,1,33770,16,15,11,7
4,1,55,0,1,55380,37,36,13,9
1,2,47,1,0,57620,10,10,9,10
4,4,28,0,1,25920,5,5,4,6
3,4,37,0,1,53460,7,5,1,7
4,3,21,0,1,42130,3,3,0,7
1,4,37,0,0,41270,15,5,2,11
2,2,35,0,1,24380,10,7,2,7
1,1,38,0,1,68700,8,8,7,10
3,2,26,0,2,104470,6,6,4,8
1,2,50,0,1,96670,28,10,6,6
3,3,53,0,1,21480,21,5,3,9
2,3,42,0,1,89260,20,20,6,7
2,4,29,0,2,65130,10,10,9,7
2,4,55,0,1,67990,12,10,8,9
1,1,26,0,2,162910,5,5,3,11
4,4,37,0,1,27050,17,17,7,8
4,3,44,1,2,103330,19,1,0,11
4,4,38,0,1,44480,10,2,2,7
1,2,26,1,1,68540,5,3,2,10
4,4,28,0,1,96370,5,5,2,7
3,1,49,0,2,35910,22,3,2,11
3,2,36,0,1,54050,10,8,7,6
4,2,31,0,2,46840,2,2,2,7
4,4,26,1,1,157870,8,8,4,11
2,4,37,0,2,15140,4,4,2,10
3,2,42,0,2,29560,23,20,8,6
3,3,18,1,1,23350,0,0,0,7
3,2,35,0,1,51540,12,11,9,8
3,4,36,0,2,69620,4,1,0,7
4,2,51,0,1,56750,13,4,2,7
4,2,41,0,1,23790,22,22,4,7
4,3,18,0,1,38120,0,0,0,7
2,1,28,0,1,46480,9,8,7,7
2,4,31,0,1,29360,10,8,7,7
3,4,39,0,1,21050,19,18,7,8
2,2,36,0,0,85780,10,9,8,8
4,3,32,0,1,27060,13,13,8,7
1,2,38,0,1,63840,19,10,1,7
4,3,58,0,0,39680,12,5,2,11
3,4,31,0,1,99070,6,5,3,9
1,1,31,0,1,132250,9,2,0,7
1,1,45,0,2,35400,24,24,11,8
3,4,31,0,1,28040,3,2,2,9
4,2,33,0,2,193920,12,10,8,7
3,1,39,0,1,196650,21,21,10,11
3,4,43,0,2,24390,9,8,7,8
3,3,49,0,1,73140,25,7,7,10
3,2,52,1,1,47740,11,8,7,8
3,2,27,0,1,39020,4,4,2,11
3,2,32,0,1,26620,13,13,9,10
4,3,27,0,1,28560,5,5,4,10
4,4,31,0,1,10810,13,7,7,7
1,4,32,0,1,24720,10,7,7,7
1,4,28,1,1,56730,5,3,2,10
4,4,30,0,1,41970,11,10,9,6
3,3,31,0,2,97130,10,10,9,7
3,4,39,0,2,20620,21,21,3,6
4,3,39,1,1,42840,12,1,0,10
2,4,33,0,2,47880,9,7,1,7
4,3,47,0,1,59060,21,3,1,7
3,3,43,0,2,38860,9,9,0,6
3,2,27,0,0,168230,6,5,4,9
4,3,54,0,2,29330,20,4,3,6
3,1,43,0,1,65000,10,1,0,7
4,4,45,0,1,171740,12,10,8,7
2,4,40,0,1,50330,6,4,2,10
2,1,29,1,1,23070,7,7,7,11
2,4,29,0,1,25870,4,3,2,7
4,3,30,0,1,55070,10,10,2,8
2,2,27,0,1,43930,8,8,7,6
4,4,37,0,1,133480,8,6,4,6
3,4,38,0,1,65830,12,11,9,9
3,4,31,0,1,81030,11,11,10,10
4,2,29,0,1,39780,7,7,7,8
3,2,35,0,1,25440,17,16,13,8
3,4,23,0,1,53990,4,4,2,7
4,2,41,0,1,54870,8,5,2,10
2,3,47,0,2,68340,5,0,0,8
1,4,42,0,1,10910,16,1,0,6
4,3,29,0,0,57360,4,4,2,7
3,3,42,0,1,22260,4,3,0,9
3,2,32,0,1,57470,8,8,7,8
1,3,48,0,1,98540,15,0,0,7
3,1,37,0,1,54670,13,7,7,11
4,3,30,0,0,53800,4,2,2,10
3,3,26,0,1,51510,8,8,7,6
1,4,42,0,1,21330,14,1,0,6
1,2,21,1,2,178750,3,3,2,8
4,4,36,0,0,24320,7,1,0,8
1,4,36,0,2,47710,16,13,12,7
4,3,57,0,1,191610,15,3,2,7
4,3,40,0,1,50870,10,7,7,8
1,4,21,0,0,28630,3,3,2,8
4,3,33,1,1,55610,1,1,0,11
3,1,37,0,1,21440,17,5,3,8
3,3,46,0,0,30650,7,1,0,6
1,2,41,1,2,28100,8,8,7,8
4,4,50,0,1,98880,20,4,3,7
3,3,40,1,1,86280,8,6,0,9
3,2,31,0,1,28670,3,2,2,10
3,2,21,1,1,53730,1,1,0,6
4,4,29,0,1,66670,6,3,2,8
3,2,35,0,1,50030,10,1,0,8
4,2,27,0,1,23670,5,5,4,6
2,4,28,0,1,28580,7,7,7,7
2,3,49,0,1,52040,26,5,0,8
3,4,51,0,1,41050,18,7,7,8
4,3,36,0,1,96790,6,2,2,6
1,4,34,1,0,56170,9,5,4,9
3,4,55,0,1,104480,30,5,2,9
4,3,24,0,1,28970,5,5,3,10
3,2,30,0,1,59680,1,1,0,7
3,1,26,1,2,75100,7,6,4,7
1,2,22,0,1,29910,2,2,2,6
2,3,36,0,1,196360,10,10,0,6
3,4,30,1,2,11290,3,1,0,8
4,1,37,0,1,133410,18,18,17,7
4,2,40,0,1,43320,8,5,3,7
2,1,42,0,1,110310,8,5,2,7
3,2,37,0,1,44400,18,1,1,10
1,2,43,0,1,46170,25,25,9,7
2,3,40,0,1,26470,20,1,0,8
1,1,54,0,1,63230,24,4,2,6
3,3,34,0,0,56770,6,3,2,7
2,1,31,0,1,21870,13,13,12,6
4,4,43,0,2,37480,8,3,2,8
3,3,43,0,1,39770,8,5,2,9
2,4,25,0,1,86330,5,5,3,11
2,3,37,0,0,20080,15,13,7,11
4,1,31,0,1,44400,4,4,2,7
2,3,39,0,2,30670,21,21,6,9
3,1,56,0,2,53210,36,7,7,7
2,3,30,0,1,54100,6,5,4,7
2,1,41,0,1,27820,10,10,7,7
3,1,28,0,1,119570,10,10,8,7
1,1,25,1,1,26600,6,2,2,7
4,3,52,0,1,33750,28,5,4,8
1,4,45,0,1,50980,8,2,2,7
4,4,52,0,1,48780,31,5,4,8
1,3,42,0,2,28370,19,5,2,7
3,4,30,0,1,24060,11,5,2,7
1,1,60,0,1,22690,33,29,10,6
3,3,46,0,1,41080,19,10,8,8
4,4,42,0,2,132060,7,6,4,7
1,2,24,1,1,104220,6,5,4,11
4,3,34,1,2,137440,3,2,0,7
4,4,38,0,2,49070,1,1,0,9
3,3,40,0,1,34820,21,20,12,6
1,4,26,0,1,24360,3,3,2,6
3,4,30,0,0,23800,9,5,4,8
2,3,29,0,1,194310,10,10,7,7
3,2,29,1,1,17900,6,2,1,7
1,4,19,1,1,76440,1,1,0,8
3,1,30,0,0,51310,10,9,8,7
1,4,57,0,1,63060,32,1,0,7
2,3,50,0,1,47870,28,27,7,7
3,4,30,0,0,188800,12,11,7,6
3,1,60,0,2,23390,22,18,11,7
1,4,47,0,1,135700,20,5,4,8
1,3,46,0,1,67120,26,3,1,7
4,3,35,0,1,54060,6,5,3,7
3,3,54,0,1,89380,19,1,0,8
4,3,34,0,1,24390,14,7,7,8
3,4,46,0,1,88370,15,3,2,10
3,2,31,0,1,53430,13,13,8,7
2,3,33,1,1,67280,15,7,7,9
1,4,33,1,1,66520,8,4,3,7
4,2,30,0,1,48500,4,3,2,7
4,3,35,0,1,28090,10,8,0,9
1,3,31,1,2,56890,12,1,0,7
2,1,34,1,2,20010,11,3,2,11
2,3,42,0,2,29770,8,2,0,8
2,4,36,0,0,40250,10,10,7,7
3,3,22,1,2,37850,4,2,2,7
2,4,48,0,1,108540,14,9,7,7
1,2,55,0,1,120310,37,10,7,8
4,4,41,0,0,99360,16,14,10,6
2,3,35,0,1,29660,15,11,9,6
2,3,40,0,1,25710,22,20,13,7
3,3,39,0,2,99910,8,8,7,7
2,4,31,0,1,61420,10,6,5,9
4,1,42,0,1,53900,10,10,8,11
4,2,45,0,1,44040,9,8,7,7
2,3,26,1,2,59930,8,7,0,9
4,4,29,0,1,51300,8,3,2,7
1,3,33,0,1,20900,10,6,5,8
3,4,31,0,1,29090,10,5,1,7
2,2,18,1,2,34680,0,0,0,10
3,1,40,0,0,30680,20,1,1,7
1,3,41,0,0,26700,10,8,7,9
1,3,26,0,1,26930,8,0,0,6
1,3,35,0,1,95260,5,5,3,7
4,4,34,0,1,52370,10,10,7,6
3,4,26,1,1,24260,1,1,0,9
2,4,37,0,1,41930,12,6,2,8
1,3,46,0,2,29110,28,2,2,6
2,3,41,0,1,26610,22,18,8,8
1,2,37,0,0,20280,9,9,7,7
4,1,52,0,1,99800,18,10,9,9
4,3,32,1,0,32980,6,4,2,6
4,4,24,0,2,29350,3,2,1,6
3,3,38,0,1,154270,18,1,0,6
2,2,37,0,1,39440,8,6,3,7
4,3,49,0,1,40110,31,31,9,11
2,4,24,0,1,34070,6,6,4,9
1,2,26,0,1,119940,6,5,4,7
4,2,24,0,1,12320,1,1,0,7
1,2,50,0,2,29600,32,32,7,7
2,3,25,0,1,190940,7,7,6,8
1,3,24,1,2,39190,6,6,2,11
2,1,30,1,2,68250,1,1,0,7
2,4,34,0,1,102480,6,6,3,9
2,1,31,1,1,189470,9,3,2,7
1,4,35,0,1,24960,9,3,2,8
1,4,31,0,1,64650,13,7,7,7
1,3,27,0,1,22060,6,5,3,8
4,3,37,0,1,20860,17,3,0,9
4,2,20,0,1,22930,1,1,0,7
3,4,42,0,1,26450,10,10,2,8
2,4,43,0,1,26830,21,1,0,9
3,1,38,0,1,20140,8,0,0,7
4,3,43,0,2,34190,10,8,7,9
4,1,48,0,1,53760,21,3,2,7
1,3,44,0,1,19510,10,2,2,7
3,3,34,0,1,23410,8,8,6,8
3,1,27,1,1,22930,5,4,2,7
3,3,21,0,1,87260,3,3,2,7
4,4,44,0,1,40110,26,2,1,9
1,3,22,0,1,195450,3,2,2,6
3,3,33,0,1,45680,6,5,2,7
1,4,32,0,1,30220,6,6,5,10
3,3,30,0,2,57720,1,1,0,7
4,1,53,0,1,22690,18,14,10,7
2,4,34,0,1,53810,10,10,8,7
1,1,45,1,2,34410,5,1,0,8
3,4,26,0,1,54540,3,3,2,10
3,3,37,0,1,98840,10,10,8,6
2,3,29,0,1,41570,6,6,2,7
2,4,35,0,1,134580,17,17,8,7
3,4,33,0,2,90690,15,13,7,8
3,2,54,0,1,40140,16,9,1,6
2,2,36,0,1,59150,13,3,2,11
1,4,27,0,1,59930,5,4,1,7
4,3,20,1,1,61620,1,1,1,9
1,1,33,1,2,24060,10,10,7,10
3,3,35,0,0,187400,1,1,0,7
1,1,23,0,1,76370,5,3,2,7
4,2,25,0,1,100960,4,3,2,8
4,4,38,0,1,147560,8,7,5,7
2,4,29,0,2,64990,10,10,8,8
2,2,48,0,1,97240,12,2,2,7
4,4,27,0,2,21940,6,6,4,9
4,4,37,0,1,33880,4,1,0,8
4,3,50,0,1,54730,20,20,8,9
4,2,34,0,1,27030,9,8,7,7
1,3,24,1,1,25010,4,2,0,8
4,3,39,0,1,62200,20,20,10,7
4,4,32,0,1,30380,10,10,8,8
2,3,50,1,2,44240,18,4,3,8
2,4,38,0,1,43120,10,9,8,7
3,1,27,0,1,132450,9,9,7,7
3,4,32,0,1,136640,10,7,7,8
4,1,47,0,1,50210,20,7,7,7
4,1,40,0,2,51260,20,18,12,9
3,3,53,0,1,28590,32,5,3,7
2,4,41,0,1,102390,23,21,6,8
1,1,60,0,1,53290,10,2,2,7
4,1,27,0,2,43250,9,9,7,8
4,3,41,0,1,72600,22,22,10,6
4,2,50,0,1,23220,4,2,2,7
1,2,28,1,1,20750,10,7,7,8
1,1,36,0,0,41520,10,8,5,6
3,3,38,0,1,96190,10,1,0,10
1,3,44,0,0,135030,9,5,4,6
4,3,47,0,2,54410,28,22,13,8
3,4,30,0,1,52090,10,8,7,8
3,3,29,0,1,106730,1,1,0,6
3,3,42,1,2,50100,7,2,2,10
4,4,43,0,2,135490,7,2,2,7
2,3,34,0,1,49990,10,5,3,6
2,1,23,0,1,42210,5,4,2,8
3,2,39,0,1,138720,12,8,6,7
3,4,56,0,1,20420,30,10,1,7
4,4,40,0,1,20730,5,4,3,9
4,1,27,0,1,29560,9,7,7,8
4,2,29,0,1,29260,2,2,2,7
4,4,53,0,1,48090,19,2,2,6
4,1,35,0,0,51630,16,1,0,7
1,4,32,0,2,188440,10,10,7,8
4,3,38,0,1,181720,6,1,1,11
2,1,34,0,1,57440,7,0,0,6
3,1,52,0,1,28890,34,34,16,6
4,4,33,1,1,28710,10,10,8,10
3,4,25,0,1,74840,6,6,4,8
2,3,45,0,1,60740,9,8,1,6
1,3,23,0,1,173280,2,2,2,8
2,3,47,1,2,27740,8,5,3,10
4,4,34,0,1,45050,6,6,4,8
4,1,55,1,1,74280,24,5,4,8
1,1,36,0,0,116310,10,10,9,8
4,4,52,0,0,97380,5,4,2,7
1,4,26,0,2,28350,5,2,0,7
2,3,29,0,1,169590,11,8,1,6
4,1,26,1,1,26130,6,4,2,6
2,4,34,0,1,61460,10,4,3,6
4,1,54,0,1,49630,9,5,4,9
3,4,27,0,2,195370,5,4,1,7
4,1,37,0,1,61720,6,5,3,9
1,1,38,0,2,23680,17,15,12,11
3,1,34,0,1,103120,6,6,3,7
1,4,35,0,1,16750,3,3,2,8
4,3,30,0,1,25230,7,2,2,7
3,2,40,0,2,65670,8,8,7,7
3,1,34,0,1,47390,6,3,2,8
2,4,42,0,2,92080,24,24,9,8
3,1,23,1,1,45590,1,0,0,8
3,2,24,0,0,81890,1,1,0,7
4,3,52,0,1,29420,9,5,4,6
3,3,50,0,1,49410,30,4,3,7
2,1,29,1,1,106500,1,1,0,11
3,3,33,0,1,59020,14,13,7,7
1,1,33,1,1,86390,6,3,2,8
3,4,47,0,1,63470,26,26,0,9
3,2,36,0,1,42000,10,9,5,8
3,3,29,0,1,34520,10,10,7,8
4,2,58,1,1,43170,40,31,8,9
4,3,35,0,1,26320,7,2,2,8
4,4,42,0,1,46680,8,4,2,10
3,3,28,1,1,32040,5,2,1,6
3,2,36,0,1,27200,8,5,4,7
3,3,32,0,1,171810,14,14,8,8
1,3,40,0,2,22380,10,1,0,7
3,4,30,0,1,14830,12,0,0,10
2,3,45,0,1,56050,1,1,0,7
2,2,42,0,1,72950,10,9,8,8
1,1,38,0,2,23060,13,4,2,8
3,4,34,0,2,23480,6,5,3,7
3,4,49,1,1,89980,9,9,7,6
3,4,55,1,1,43190,12,9,3,7
2,1,43,0,1,61320,22,4,0,7
3,4,27,0,1,33460,9,9,8,11
3,3,35,0,1,108550,17,8,6,7
2,2,28,0,1,22310,8,8,5,10
3,4,34,0,1,23230,4,3,2,7
3,3,26,1,2,20240,8,8,7,8
4,4,27,0,0,27130,0,0,0,7
1,3,51,0,1,94390,29,20,17,6
4,2,44,0,1,25660,10,5,3,6
1,1,25,0,1,199260,6,4,1,6
1,1,33,0,1,24510,9,9,8,6
3,1,35,0,1,94190,6,6,1,7
2,4,36,0,1,86860,18,18,11,10
2,4,32,0,1,30380,8,5,3,8
2,4,30,0,2,30580,10,5,3,6
1,4,53,0,1,23250,35,5,4,10
4,1,45,0,1,20880,18,5,2,8
3,3,32,0,1,30720,9,5,3,7
3,4,52,0,2,50060,31,9,0,8
4,3,37,0,1,42570,9,1,0,6
2,4,28,0,1,25000,6,5,4,7
4,4,22,0,1,11020,4,2,2,6
1,4,44,0,1,104530,10,3,2,11
2,4,42,0,2,22880,8,2,2,8
1,1,36,0,1,39290,6,5,3,8
3,1,25,0,1,23110,5,5,3,10
4,3,35,0,1,31400,17,17,15,9
4,2,35,1,2,36900,10,10,8,10
4,4,32,0,0,44500,4,3,2,8
3,1,25,0,1,27560,5,5,3,8
3,1,49,0,1,190330,7,4,2,8
1,4,24,0,0,187220,6,5,4,8
2,2,32,0,2,95470,10,10,3,7
2,2,38,0,1,137340,3,2,2,7
3,4,42,0,1,199990,17,5,3,10
4,4,31,0,1,22790,8,6,2,10
2,3,29,1,1,59160,5,3,2,10
1,4,53,0,1,20890,28,2,2,6
4,2,35,0,1,167920,16,13,8,7
3,4,37,0,2,35640,10,5,0,8
4,4,53,0,1,44250,33,12,8,7
4,4,43,0,2,52650,12,5,2,8
3,4,47,0,1,65530,8,7,7,10
1,2,37,0,0,62610,10,10,9,8
1,1,50,0,0,42980,31,31,7,6
4,4,39,0,1,68040,13,5,4,7
4,2,33,0,1,38150,7,4,3,10
1,4,32,1,1,27410,1,1,1,10
1,4,29,0,1,66730,8,4,3,7
2,1,44,0,1,76390,8,8,1,10
1,4,28,0,1,23280,4,4,2,6
4,4,58,1,2,21530,3,1,0,11
1,2,43,0,1,48760,4,1,0,7
3,3,20,1,1,93960,2,2,2,7
4,4,21,1,1,104000,1,1,0,8
3,4,36,0,1,84740,17,16,11,10
4,4,47,0,1,99810,3,3,2,9
2,3,22,1,1,124900,4,3,2,10
2,4,41,1,1,26570,10,7,0,10
3,3,28,0,1,135910,6,2,2,8
4,1,39,1,1,66960,8,2,2,11
2,3,27,0,1,20580,1,1,0,8
2,2,34,0,1,88650,1,1,0,8
3,3,42,0,1,59400,10,5,3,7
3,1,33,0,1,59140,6,3,2,11
3,2,58,0,1,26220,24,6,4,8
2,3,31,0,1,121850,13,7,2,6
4,4,35,0,1,106090,10,10,7,11
1,2,49,0,1,43450,29,26,7,7
4,3,48,0,1,21770,13,0,0,7
4,3,31,0,0,27930,9,9,0,7
2,4,36,0,1,79180,8,6,1,7
4,1,38,0,1,87890,15,15,11,7
3,2,32,0,0,23890,5,3,2,7
3,2,25,1,1,32120,1,1,0,9
1,2,40,0,1,192320,11,1,0,6
3,1,26,0,2,22670,7,7,7,8
4,1,41,0,1,195170,20,18,17,10
3,3,36,0,1,24360,16,11,9,7
4,2,19,1,1,160640,1,1,0,11
1,1,20,1,1,27070,1,1,0,6
4,4,31,0,1,190680,10,9,5,8
4,2,40,0,2,39310,3,1,0,8
3,1,32,0,1,37300,8,8,3,8
3,4,36,1,1,22320,16,16,7,10
2,4,33,0,1,44650,6,5,4,6
1,3,37,1,1,30720,17,14,7,6
3,2,45,0,0,33190,9,9,8,7
3,3,29,0,2,192020,3,3,2,8
3,3,35,0,1,136750,5,5,0,6
4,4,52,0,1,29110,26,9,8,7
4,3,58,1,1,59570,7,1,0,8
3,3,53,0,1,39200,22,17,2,6
3,3,30,0,1,64340,10,8,7,8
3,4,38,0,0,100480,6,5,3,8
4,4,35,0,1,109380,12,10,8,7
1,3,39,0,1,23400,9,8,7,7
2,2,40,1,0,65450,22,1,0,9
3,3,47,0,2,69310,20,19,7,10
1,4,36,0,0,48980,12,7,7,7
3,1,31,1,0,25930,4,3,2,8
4,3,33,0,0,194360,10,10,0,8
4,1,29,1,1,27230,3,0,0,11
2,4,33,0,1,34790,5,3,2,7
4,4,45,0,1,27940,8,5,2,7
4,4,50,0,1,52490,32,5,3,7
3,2,33,0,2,21760,6,6,2,9
1,3,41,0,2,168720,21,18,11,8
3,2,27,0,1,34850,4,2,2,7
4,1,45,0,0,66440,9,9,8,9
4,4,47,0,1,55820,9,9,7,8
1,3,30,1,1,40000,7,5,1,10
4,3,50,0,1,134960,22,12,5,10
3,3,38,0,2,32100,3,2,2,8
4,3,46,0,1,190450,13,8,7,7
4,3,24,0,1,118490,5,4,2,7
3,2,35,1,1,20700,5,4,2,10
3,1,31,0,2,65020,4,4,3,6
2,4,18,0,0,32300,0,0,0,6
3,3,54,0,1,136030,22,10,8,7
3,3,35,0,1,119960,16,16,1,10
2,1,30,0,1,56050,9,8,7,10
4,1,20,1,1,63970,1,1,0,8
2,2,30,1,2,191440,4,3,2,8
4,4,26,0,1,175840,8,8,3,8
2,1,22,0,1,49070,4,4,1,7
1,3,48,0,1,45540,19,2,2,8
3,3,48,0,1,54150,27,15,8,7
4,3,41,0,1,47410,8,2,1,7
4,4,39,0,1,21150,21,21,8,7
1,4,27,0,1,31610,4,3,2,8
2,4,35,0,1,57450,3,3,2,7
4,3,42,0,1,23730,21,1,0,8
1,4,50,0,1,33100,8,1,0,6
3,4,59,0,1,186650,30,5,3,10
1,2,37,1,1,44850,15,1,0,7
3,2,55,0,2,27890,17,8,7,9
2,3,41,0,0,58280,21,21,10,6
2,4,38,0,1,23260,19,1,0,9
2,1,26,1,0,135250,7,2,2,8
1,4,52,1,1,14200,33,32,9,6
4,4,44,0,1,80200,23,12,11,11
4,3,50,0,0,36880,19,18,13,6
3,1,36,1,1,54820,18,17,14,8
4,1,39,0,2,160150,21,21,8,11
2,4,33,0,0,12000,3,2,2,8
4,4,45,0,1,56610,26,9,1,8
4,3,32,0,0,69290,10,8,7,7
2,4,34,0,1,96130,16,15,9,7
2,4,59,0,1,56740,14,6,4,8
2,2,45,0,1,54840,6,6,4,7
3,2,53,0,2,120610,30,15,12,8
1,3,36,1,1,56600,9,1,0,6
1,1,26,1,2,48210,6,3,2,8
3,3,34,0,1,64100,1,1,0,10
4,2,28,0,1,52100,1,1,0,8
3,3,38,0,2,26950,8,2,2,8
2,3,50,0,1,118780,29,8,7,10
4,2,37,0,1,170680,8,4,1,7
3,1,40,0,1,24550,8,7,5,6
1,3,26,0,2,139640,5,5,3,8
